#SampleID	SOURCE_ENV	Env	SourceSink	TITLE	METAPHLAN_BARCODE	RUN_DATE	STUDY_CENTER	PRINCIPAL_INVESTIGATOR	PRINCIPAL_INVESTIGATOR_CONTACT	SEQUENCING_METH
SRS020233	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS020261	L_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS020263	R_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS020271	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS020277	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS020283	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS020328	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS020334	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS020336	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS020340	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS020349	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS020386	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS020394	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS020400	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS020402	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS020406	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS020412	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS020508	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS020540	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS020571	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS020622	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS020628	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS020856	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS020858	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS020862	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS020868	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS020869	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS020905	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS021153	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS021219	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS021473	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS021477	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS021483	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS021484	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS021496	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS021528	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS021897	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS021948	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS021954	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS021960	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS021969	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS021986	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022006	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS022071	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS022077	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022079	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022083	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022092	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS022093	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS022129	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS022137	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS022143	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022145	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022149	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022158	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS022281	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022464	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022524	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS022530	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022532	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022536	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022545	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS022602	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022609	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS022621	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022625	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022645	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS022713	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS022721	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022725	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022734	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS022883	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS022980	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS023212	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS023346	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS023352	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS023358	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS023466	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS023468	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS023526	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS023534	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS023538	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS023557	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS023583	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS023591	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS023595	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS023604	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS023617	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS023715	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS023829	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS023835	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS023837	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS023841	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS023847	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS023850	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS023914	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS023926	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS023930	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS023938	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS023958	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS023964	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS023970	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS023971	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS023987	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024009	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS024015	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024017	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024021	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024064	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS024068	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS024075	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS024076	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS024081	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024087	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024107	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024119	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024132	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS024138	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024140	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024144	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024150	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS024265	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS024277	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024281	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024289	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024301	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS024310	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS024318	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024331	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS024347	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024355	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024375	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024377	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024381	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024388	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS024424	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS024428	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS024435	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS024441	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024447	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024470	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024482	L_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS024492	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS024498	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024500	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024504	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024549	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS024557	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024561	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024567	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS024580	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024596	L_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS024598	R_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS024620	L_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS024625	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS024637	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024649	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS024655	R_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS024663	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS042131	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS042231	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS042284	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS042307	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS042409	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS042428	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS042457	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS042589	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS042600	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS042625	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS042628	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS042643	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS042690	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS042691	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS042858	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS042893	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS042910	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS042959	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS042966	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS042967	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS042983	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS042984	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS043001	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS043018	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS043083	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS043239	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS043275	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS043363	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS043411	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS043451	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS043461	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS043494	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS043610	L_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS043646	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS043663	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS043667	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS043676	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS043701	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS043729	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS043755	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS043768	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS043772	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS043803	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS043807	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS043841	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS043867	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS043942	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS044001	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS044082	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS044230	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS044365	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS044366	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS044373	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS044448	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS044472	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS044474	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS044486	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS044535	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS044626	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS044742	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS044902	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS044973	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS045004	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS045015	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS045049	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS045127	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS045195	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS045197	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS045244	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS045254	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS045262	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS045313	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS045528	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS045588	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS045602	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS045605	R_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS045606	R_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS045638	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS045645	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS045713	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS045715	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS045739	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS045763	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS045826	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS045840	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS045936	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS045938	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS045978	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS046034	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS046035	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS046049	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS046068	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS046344	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS046369	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS046496	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS046502	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS046595	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS046623	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS046686	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS046688	R_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS046712	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS046717	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS046810	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS046973	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS047014	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS047044	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS047069	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS047100	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS047113	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS047126	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS047134	R_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS047140	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS047210	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS047219	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS047225	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS047254	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS047265	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS047290	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS047335	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS047433	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS047590	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS047634	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS047708	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS047741	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS047824	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS047844	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS048060	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS048164	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS048262	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS048307	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS048317	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS048411	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS048536	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS048620	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS048654	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS048702	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS048719	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS048744	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS048791	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS048855	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS048870	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS048893	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS048981	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS049099	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS049147	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS049164	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS049191	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS049237	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS049253	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS049268	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS049283	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS049289	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS049318	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS049340	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS049389	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS049390	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS049392	Supragingival_plaque	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS049402	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS049446	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS049448	Tongue_dorsum	Oral	source	HMP	NA	NA	NA	NA	NA	NA
SRS049541	Posterior_fornix	Vaginal	source	HMP	NA	NA	NA	NA	NA	NA
SRS049547	L_Retroauricular_crease	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS049712	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS049744	Anterior_nares	Skin	source	HMP	NA	NA	NA	NA	NA	NA
SRS049773	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS049896	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS049900	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS049959	Stool	Gut	source	HMP	NA	NA	NA	NA	NA	NA
SRS049988	Buccal_mucosa	Oral	source	HMP	NA	NA	NA	NA	NA	NA
